pmid,title,authors,keywords
40845862,"Effectiveness of the TAK-003 dengue vaccine in adolescents during the 2024 outbreak in São Paulo, Brazil: a test-negative, case-control study.","Otavio T Ranzani, Felippe Lazar Neto, Lisany Krug Mareto, Thiago Sanches Brumatti, Roberto Dias de Oliveira, Patricia Vieira da Silva, Edinéia Ribeiro Dos Santos, Tatiana Lang D' Agostini, Regiane A Cardoso De Paula, Natalie E Dean, Albert I Ko, Derek A T Cummings, Jason R Andrews, Matt D T Hitchings, Julio Croda",
40838976,Dominance of DENV-1 and Flavivirus Serological Cross-Reactivity During the 2016 Dengue Outbreak in Vietnam.,"Do Duc Anh, Do Huy Loc, Hoang Van Tong, Do Thi Huyen Dieu, Ngo Thu Hang, Nguyen Huu Lanh, Nguyen Thi Hong Nhung, Peter G Kremsner, Le Huu Song, Nguyen Linh Toan, Thirumalaisamy P Velavan","Humans, Vietnam, Cross Reactions, Dengue, Dengue Virus, Antibodies, Viral, Disease Outbreaks, Female, Male, Adult, Middle Aged, Immunoglobulin G, Immunoglobulin M, Young Adult, Adolescent, Child, Serogroup, Enzyme-Linked Immunosorbent Assay, Flavivirus, Aged, Child, Preschool"
40836603,Signal Amplification to Improve Electrochemical Biosensing for Infectious Diseases.,"Aarti Gupta, Shriyansh Srivastava, Pougang Golmei, Laxmi Yadav, Sachin Kumar",
40832572,"The First Imported Case of Zika Virus Infection - Shandong Province, China, 2025.","Shu Zhang, Julong Wu, Dong Wang, Jiandong Song, Yan Li, Chunhong Yin, Chengxi Sun, Shujun Ding, Ti Liu, Zengqiang Kou",
40832219,Oxidative Stress and Interferon Signaling Drive Differential Pathogenesis of Ancestral and Contemporary Zika Viruses in Human Cerebral Organoids.,"Alfred T Harding, Yichen Zhang, Jane-Jane Chen, Jenna M Antonucci, Alexsia Richards, Valerie Leger, Charles A Whittaker, Yann S Vanrobaeys, Divyansh Agarwal, Tenzin Lungjangwa, Rudolf Jaenisch, Lee Gehrke",
40827917,The leader of the capsid protein from ,"Yoatzin Peñaflor-Téllez, Jaury Gómez de la Madrid, Erick Ignacio Monge-Celestino, Carolina Pérez-Ibáñez, Randy Seir Llanas Vázquez, Sharon Itzel Sosa Mondragon, Carlos Emilio Miguel-Rodríguez, Ana Lorena Gutiérrez-Escolano","Calicivirus, Feline, Virus Replication, Cats, Animals, Capsid Proteins, Protein Processing, Post-Translational, Disulfides, Lipoylation, Humans, Cell Line, Protein Disulfide-Isomerases, Caliciviridae Infections, Protein Multimerization, Mitochondria"
40827913,Elevated peripheral and nervous system inflammation is associated with decreased short-chain fatty acid levels in Zika virus-infected macaques.,"Ty A Schroeder, Jennifer A Manuzak, Charlene J Miller, Andrew T Gustin, Christopher M Basting, Ryan K Cheu, Adrian Velez, Connor B Driscoll, Jennifer Tisoncik-Go, Luca Schifanella, Tiffany Hensley-McBain, Claudya A Evandy, Elise A Smith, Debbie Bratt, Robin Shields-Cutler, Jeremy Smedley, Deborah H Fuller, Dan H Barouch, Megan A O'Connor, Michael Gale, Nichole R Klatt","Animals, Zika Virus Infection, Fatty Acids, Volatile, Zika Virus, Inflammation, Humans, Female, Gastrointestinal Microbiome, Macaca mulatta, Disease Models, Animal, Male, Dysbiosis"
40827504,"Whole Brain Spectral Power Differences During Infancy Following Antenatal SARS-CoV-2 and Zika Virus Exposure: Findings From Cohorts in Boston, Massachusetts and San Juan, Puerto Rico.","Viviane Valdes, Dashiell D Sacks, Jennifer Near, Adriana S Méndez Leal, Andrea G Edlow, Carmen D Zorrilla, Charles A Nelson","Humans, Zika Virus Infection, Female, COVID-19, Pregnancy, Infant, Puerto Rico, Male, Brain, Electroencephalography, Prenatal Exposure Delayed Effects, Boston, Massachusetts, Pregnancy Complications, Infectious, Cohort Studies, SARS-CoV-2, Cross-Sectional Studies, Longitudinal Studies, Adult, Zika Virus, Brain Waves"
40825594,Evaluating potential associations between prior maternal yellow fever vaccination and protection against infant adverse outcomes following Zika virus antenatal exposure.,"Everton Falcão de Oliveira, Cláudia Du Bocage Santos-Pinto, Fabio Antonio Venancio, Maria Eulina Quilião, Sanny Cerqueira de Oliveira Gabeira, Amanda Torrentes de Carvalho, Silvia Helena Dos Santos Leite, Sheila Maria Barbosa de Lima, Nathalia Dos Santos Alves, Luma da Cruz Moura, Waleska Dias Schwarcz, Adriana de Souza Azevedo, Luiz Henrique Ferraz Demarchi, Marina Castilhos Souza Umaki Zardin, Gislene Garcia de Castro Lichs, Deborah Ledesma Taira, Wagner de Souza Fernandes, Natália Oliveira Alves, Aline Etelvina Casaril Arrua, Ana Isabel do Nascimento, Lisany Krug Mareto, Micael Viana de Azevedo, Camila Guadeluppe Maciel, Márcio José de Medeiros, Zilton Vasconcelos, Rivaldo Venâncio da Cunha, Karin Nielsen-Saines","Humans, Female, Zika Virus Infection, Pregnancy, Microcephaly, Brazil, Yellow Fever Vaccine, Adult, Yellow Fever, Infant, Male, Case-Control Studies, Pregnancy Complications, Infectious, Zika Virus, Infant, Newborn, Antibodies, Neutralizing, Prenatal Exposure Delayed Effects, Antibodies, Viral, Vaccination, Young Adult"
40824093,Interaction of West Nile virus NS5 with orthoflavivirus SLA RNAs and their effects on viral replication and inhibition.,"Mandi A Feinberg, My T Le, Kassandra L Carpio, Ekaterina Knyazhanskaya, Alan D T Barrett, Kyung H Choi","Virus Replication, Viral Nonstructural Proteins, West Nile virus, RNA, Viral, Humans, Zika Virus, Nucleic Acid Conformation, Dengue Virus, Animals, Encephalitis Virus, Japanese, Genome, Viral, 5' Untranslated Regions, Cell Line"
40824033,Envelope-dimer epitope 1 (EDE1) antibody (C10) treatment significantly reduces Zika virus replication in the male and female reproductive tracts.,"Nathaniel J Schramm, Martina Kovarova, Shajer Manzoor, Adam S Cockrell, Rae Ann Spagnuolo, Franck Amblard, Leda Bassit, Raymond F Schinazi, Ralph S Baric, Angela Wahl, J Victor Garcia","Animals, Zika Virus, Female, Zika Virus Infection, Virus Replication, Male, Mice, Antibodies, Neutralizing, Antibodies, Viral, Viremia, Disease Models, Animal, Epitopes, Genitalia, Female, Humans, Viral Envelope Proteins, Mice, Inbred C57BL"
40822550,A standardized protocol for the detection of arboviruses in different ,"Adlar Ryan Ngiam, Saiful Anuar Ju Ahmad, Mohd Farid Alias, Mohd Arshil Moideen, Norsyahida Sulaiman, Song-Quan Ong, Eric Chong Tzyy Jiann, Ping-Chin Lee, Sylvia Daim, Jodi M Fiorenzano, Noel Cote, Andrew G Letizia",
40821819,Pharmacological inhibition of the RhoA pathway by melatonin reduces viral replication and proinflammatory response against ZIKV and DENV-4 neuroinfections.,"José De Jesus Bravo-Silva, Ricardo Jimenez-Camacho, Magda Lizbeth Benítez-Vega, Jonathan Hernández-Castillo, Carlos Daniel Cordero-Rivera, Carlos Noe Farfan-Morales, Marcos Pérez-García, Raymundo Cruz, Rosa María Del Ángel","Melatonin, Animals, Dengue Virus, Virus Replication, Mice, Zika Virus Infection, Zika Virus, Dengue, rhoA GTP-Binding Protein, Humans, Signal Transduction, Antiviral Agents, Disease Models, Animal, Cytokines"
40820906,Developmental impacts of perinatal infections.,Sarah B Mulkey,
40820807,Human T Cell Responses to Flavivirus Vaccines.,"David Wullimann, Hans-Gustaf Ljunggren","Humans, Flavivirus, Flavivirus Infections, Viral Vaccines, Cross Reactions, SARS-CoV-2, Immunity, Cellular, CD8-Positive T-Lymphocytes, CD4-Positive T-Lymphocytes, Animals, COVID-19, T-Lymphocytes, Immunologic Memory, Vaccines, Attenuated"
40818387,A stochastic neural network for the numerical solutions of the nonlinear fractional order Zika virus model using reservoirs and human motion.,"Mehmet Karay, Zulqurnain Sabir, Ayse Nur Akkilic, Hasan Bulut",
40817191,The membrane-associated ubiquitin ligases MARCH2 and MARCH3 target TIM-1 to limit Zika virus infection.,"Qi Zhang, Zhen-Wu Ma, Hui-Fang Li, Jia-Qing Zeng, Hong-Bing Shu, Shu Li","Animals, Hepatitis A Virus Cellular Receptor 1, Ubiquitin-Protein Ligases, Zika Virus Infection, Humans, Zika Virus, Ubiquitination, Mice, HEK293 Cells, Mice, Inbred C57BL, Mice, Knockout, Proteasome Endopeptidase Complex, Proteolysis"
40816049,25-Hydroxy cholesterol effectively inhibits Japanese encephalitis virus infection in a cellular model.,"Km Archana, Bushra Qazi, Babita Bohra, Raj Kamal Tripathi, Sourav Haldar","Animals, Encephalitis Virus, Japanese, Hydroxycholesterols, Chlorocebus aethiops, Vero Cells, Antiviral Agents, Encephalitis, Japanese, Virus Internalization, Viral Envelope Proteins"
40812194,Antiviral activities of phenylalanine derivatives carrying carboxylic acid bioisosteres against chikungunya and parainfluenza virus type 3.,"Merve Camcı Eren, Görkem Güngör, Steven De Jonghe, Dirk Jochmans, Mehmet Özbil, Johan Neyts, Suzanne Kaptein, Halil Şenol, Aytekin Köse, Mikail Hakan Gezginci, Nilgün Karalı","Antiviral Agents, Chikungunya virus, Phenylalanine, Parainfluenza Virus 3, Human, Structure-Activity Relationship, Molecular Docking Simulation, Carboxylic Acids, Molecular Structure, Microbial Sensitivity Tests, Humans, Dose-Response Relationship, Drug, Chlorocebus aethiops, Animals, Vero Cells"
40807291,"Larvicidal Activity of Essential Oil, Hydrolate, and Aqueous Extract from Leaves of ","Eduarda Florencio Santos, Wevertton Marllon Anselmo, Eurico Eduardo Pinto de Lemos, Júlio César Ribeiro de Oliveira Farias de Aguiar, Ana Carla da Silva, Fábio Henrique Galdino Dos Santos, Camila Caroline Lopes Arruda, João Vitor Castro Aguiar, José Jorge Almeida de Andrade, Suyana Karolyne Lino da Rocha, Liderlânio de Almeida Araújo, Paulo Gomes Pereira Júnior, Caroline Francisca de Oliveira Albuquerque, Edymilaís da Silva Sousa, Gerlan Lino Dos Santos, Tamires Zuleide da Conceição, Leonardo Arcanjo de Andrade, Luiz Alberto Lira Soares, Magda Rhayanny Assunção Ferreira, Daniela Maria do Amaral Ferraz Navarro","Animals, Aedes, Oils, Volatile, Plant Leaves, Plant Extracts, Larva, Insecticides, Myrtaceae, Mosquito Vectors"
40806696,Anti-Viral Activity of Conessine Against Influenza A Virus.,"Won-Kyung Cho, Jin Yeul Ma","Antiviral Agents, Influenza A virus, Animals, Humans, Dogs, Madin Darby Canine Kidney Cells, Virus Internalization, Influenza, Human, Virus Replication"
40806605,tRNA Modifications: A Tale of Two Viruses-SARS-CoV-2 and ZIKV.,"Patrick Eldin, Laurence Briant","RNA, Transfer, Zika Virus, SARS-CoV-2, Humans, Virus Replication, COVID-19, Protein Biosynthesis, Zika Virus Infection, Codon Usage, Animals, RNA Processing, Post-Transcriptional, Codon"
40806558,Unravelling the Viral Hypothesis of Schizophrenia: A Comprehensive Review of Mechanisms and Evidence.,"Mădălina Georgeta Sighencea, Simona Corina Trifu","Humans, Schizophrenia, Virus Diseases, Animals, Genetic Predisposition to Disease, Pregnancy"
40806523,Mosquito Exosomal Tetraspanin CD151 Facilitates Flaviviral Transmission and Interacts with ZIKV and DENV2 Viral Proteins.,"Durga Neupane, Md Bayzid, Girish Neelakanta, Hameeda Sultana","Animals, Dengue Virus, Zika Virus, Tetraspanin 24, Exosomes, Virus Replication, Extracellular Vesicles, Zika Virus Infection, Humans, Dengue, Culicidae, Viral Proteins, Aedes, Mosquito Vectors, Cell Line, Chlorocebus aethiops"
40802739,An mRNA-based broad-spectrum antiviral inspired by ISG15 deficiency protects against viral infections in vitro and in vivo.,"Yemsratch T Akalu, Roosheel S Patel, Justin Taft, Rodrigo Canas-Arranz, Rachel Geltman, Ashley Richardson, Sofija Buta, Marta Martin-Fernandez, Christos Sazeides, Rebecca L Pearl, Gayatri Mainkar, Andrew P Kurland, Haylen Rosberger, Diana D Kang, Ann Anu Kurian, Keerat Kaur, Jennie Altman, Yizhou Dong, Jeffrey R Johnson, Lior Zangi, Jean K Lim, Randy A Albrecht, Adolfo García-Sastre, Brad R Rosenberg, Dusan Bogunovic","Antiviral Agents, Interferon Type I, Ubiquitins, Cytokines, Gene Expression Regulation, Zika Virus, Vesiculovirus, SARS-CoV-2, RNA, Messenger, Liposomes, Nanoparticle Drug Delivery System, Interferon Regulatory Factors, Virus Diseases, Cell Line, Humans, Female, Animals, Mice, Disease Models, Animal, Mice, Inbred C57BL, Mesocricetus, Cricetinae, Nanoparticles"
40802344,Exploring the Zika virus epidemic's association with fertility in a cohort of women of Northeastern Brazil: socioeconomic and educational gradients.,"Carlos Sanhueza-Sanzana, Carl Kendall, Kasim Allel, Moisés Humberto Sandoval González, Rosa Livia Freitas de Almeida, Italo Wesley Oliveira Aguiar, Lívia Karla Sales Dias, Roberto Justa da Pires Neto, Cristiane Cunha Frota, Francisco Gustavo Silveira Correia, Francisco Herlânio Costa Carvalho, Ivana Cristina de Holanda Cunha Barreto, Marto Leal, Anya Pimentel Gomes Fernandes Vieira-Meyer, George Rutherford, Ligia Kerr","Humans, Female, Brazil, Adult, Zika Virus Infection, Adolescent, Young Adult, Prospective Studies, Birth Rate, Socioeconomic Factors, Educational Status, Fertility, Pregnancy, Epidemics, Cohort Studies"
40796726,Irreversible furin cleavage site exposure renders immature tick-borne flaviviruses fully infectious.,"Jiří Holoubek, Jiří Salát, Milos Matkovic, Petr Bednář, Pavel Novotný, Martin Hradilek, Taťána Majerová, Ebba Rosendal, Luděk Eyer, Andrea Fořtová, Michaela Beránková, Lesley Bell-Sakyi, Anna K Överby, Andrea Cavalli, Massimiliano Bonomi, Félix A Rey, Daniel Růžek","Furin, Animals, Female, Mice, Viral Envelope Proteins, Mice, Inbred BALB C, Encephalitis Viruses, Tick-Borne, Flavivirus, Hydrogen-Ion Concentration, Humans, Virus Assembly"
40793825,Preexisting yellow fever virus and West Nile virus immunity and pregnancy outcomes in a Nigerian cohort with endemic orthoflavivirus exposure.,"Taewoo Kim, Bobby Brooke Herrera, Beth Chaplin, Kailee Naito-Keoho, Jerry Ogwuche, Atiene S Sagay, Charlotte Ajeong Chang, Donald J Hamel, Wei-Kung Wang, Phyllis J Kanki","Humans, Female, Pregnancy, Antibodies, Viral, Nigeria, Adult, Yellow fever virus, Pregnancy Outcome, Immunoglobulin G, West Nile virus, Retrospective Studies, Pregnancy Complications, Infectious, Young Adult, Yellow Fever, Prospective Studies, West Nile Fever, Immunoglobulin M, Infant, Newborn, Cohort Studies"
40791498,N-acetyltransferase 10 promotes mRNA stability of immune response factors to modulate Zika virus infection.,"Shawn Gianola, Nicholas Lane, Kristen Kaytes, Cara T Pager",
40791485,Discovery of Inhibitors Targeting the RNA-Dependent RNA Polymerase of the Zika Virus.,"Vanessa Aitken, Anthony F T Moore, Manuel Terrazas-López, Salvador Rodarte, Eda Koculi",
40791431,Gut microbial metabolites butyrate and acetate limit Zika virus replication and associated ocular manifestations via the G-protein coupled receptor 43/FFAR2.,"Nikhil Deshmukh, Prince Kumar, Lal Krishan Kumar, Vaishnavi Balendiran, Pawan Kumar Singh",
40784752,Structured and specialized physical therapy: Does it make a difference for children with congenital Zika syndrome? A pilot randomized controlled trial.,"Gabriela Lopes Gama, Thayla Amorim Santino, Emanuela Dos Santos Barros, Janiele de Sales Tavares, Patrícia Juliana da Silva, Thamyris de Sales Regis, Jousilene de Sales Tavares, Adriana Melo","Humans, Zika Virus Infection, Pilot Projects, Female, Physical Therapy Modalities, Male, Child, Preschool, Microcephaly, Child, Brazil"
40779056,"Larvicidal and Pupicidal Activity of Neonicotinoid Insecticide Imidacloprid against Southern House Mosquito, Culex Quinquefasciatus (Say) (Diptera: Culicidae).","Suvam Acharya, Tapan Kumar Barik","Animals, Culex, Neonicotinoids, Insecticides, Nitro Compounds, Larva, Pupa, Mosquito Control, Mosquito Vectors"
40777276,"RNase L regulates the antiviral proteome by accelerating mRNA decay, inhibiting nuclear mRNA export, and repressing RNAPII-mediated transcription.","J Monty Watkins, Cameron J Douglas, Renee Cusic, Ciaran P Seath, James M Burke",
40774783,"Comparison of dengue, chikungunya, and Zika among children in Nicaragua across 18 years: a single-centre, prospective cohort study.","Fausto Andres Bustos Carrillo, Sergio Ojeda, Nery Sanchez, Miguel Plazaola, Damaris Collado, Tatiana Miranda, Saira Saborio, Brenda Lopez Mercado, Jairo Carey Monterrey, Sonia Arguello, Lora Campredon, Zijin Chu, Colin J Carlson, Aubree Gordon, Angel Balmaseda, Guillermina Kuan, Eva Harris","Humans, Nicaragua, Chikungunya Fever, Child, Zika Virus Infection, Dengue, Prospective Studies, Adolescent, Female, Male, Child, Preschool"
40770351,Zika virus impairs non-homologous end joining and exacerbates DNA damage in neural progenitors derived from Huntington's disease iPSCs via mutant huntingtin-elicited Ku70/Ku80 complex disruption.,"Feng-Lan Chiu, Jian-Jong Liang, Yi-Ling Lin, Hung-Chih Kuo","Humans, Ku Autoantigen, Huntingtin Protein, Induced Pluripotent Stem Cells, Neural Stem Cells, Huntington Disease, DNA End-Joining Repair, Zika Virus, DNA Damage, Zika Virus Infection, Cell Differentiation"
40769229,Unlocking nature's hidden treasures: Actinomycetota's arsenal of potent antiviral compounds against human viral infections.,"By Lina Amrani, Nurin Sabrina Zawari, Nur Zahirah Afrina Abd Rahman, Adzzie Shazleen Azman, Nurshamimi Nor Rashid, Jasmine Elanie Khairat","Humans, Antiviral Agents, Virus Diseases, Animals, Viruses"
40768804,Neferine inhibits Zika virus replication by targeting viral protease.,"Senfeng Sun, Tingting Sun, Xinyu Lei, Fangfei Li, Jing Wang, Rui Zhou, Quanjie Li, Dongrong Yi, Jing Wang, Hongwei Jin, Shan Cen, Shizhong Chen","Zika Virus, Virus Replication, Animals, Antiviral Agents, Benzylisoquinolines, Zika Virus Infection, Chlorocebus aethiops, Vero Cells, Humans, Molecular Dynamics Simulation, Viral Nonstructural Proteins, Viral Protease Inhibitors, Serine Endopeptidases, Viral Proteases, Nucleoside-Triphosphatase, DEAD-box RNA Helicases"
40762502,"Zika virus infection in neonatal mice disrupts connexin 43 and induces cardiac inflammation, implicating viral myocarditis in neonatal pathogenesis.","Shuxuan Li, Wangheng Hou, Najealicka Armstrong, Huan Zhao, Ruth Cruz-Cosme, Hongwei Yang, Jianhua Xu, Hongyu Chen, Chunlian Zhong, Wenkun Fu, Wei Wang, Rui Zhu, Ningshao Xia, Tong Cheng, Qiyi Tang","Animals, Zika Virus Infection, Connexin 43, Mice, Myocarditis, Animals, Newborn, Zika Virus, Disease Models, Animal, Cytokines, Female, Inflammation, Myocardium, Mice, Inbred C57BL, Biomarkers"
40762468,To be or not to be: how does the brain respond to different infectious agents?,"Ushma Ruparel, Christopher J Tonkin","Humans, Toxoplasma, Brain, Toxoplasmosis, Zika Virus, Zika Virus Infection, Animals, West Nile virus, West Nile Fever"
40760941,"Integrated Functional Care for Children With Congenital Zika Syndrome: Addressing Orofacial, Speech-Language, and Nutritional Needs.","Paulo Ricardo Martins-Filho, Thales Rafael Correia de Melo Lima, Janiele de Sá Ferreira, Larissa Silva Souza, Cecília Bezerra de Meneses Corbal Guerra, Luiz Carlos Santos-Júnior, Raquel Souza Marques, Carolina Santos Souza Tavares, Brenda Carla Lima Araújo",
40760206,"Ultra-fast, palm-sized platform for visual point-of-care virus detection using convective PCR with gold nanoparticle probes.","Jingwen Shan, Kerui Shi, Yuanmeng Wang, Tao Zhang, Chen Chen, Likun Zhang, Yanan Chu, Xueping Ma, Xiu Han, Haiping Wu, Guohua Zhou","Gold, Metal Nanoparticles, Polymerase Chain Reaction, Humans, RNA, Viral, Colorimetry, SARS-CoV-2, Zika Virus, Point-of-Care Systems, Point-of-Care Testing, Limit of Detection, COVID-19"
40759332,Adaptor protein complex 1 gamma 1 subunit is an important host factor involved in both Zika virus and dengue virus infections.,"Jinna Yang, Changbai Huang, Yao Feng, Junfang He, Yang Liu, Ping Zhang, Chao Liu",
40756194,Attitudes and knowledge of the adult population on arboviral diseases.,"Fabiana Nuccetelli, Valeria Gabellone, Sara Ciampini, Luigi Roberto Biasio, Pier Luigi Lopalco","Humans, Health Knowledge, Attitudes, Practice, Female, Adult, Male, Middle Aged, Arbovirus Infections, Italy, Adolescent, Young Adult, Surveys and Questionnaires, Aged, Vaccination, Dengue"
40753671,Lentiviral vector-based T-cell vaccines against Zika and yellow fever viruses.,"Pierre Authié, Philippe Souque, Fanny Moncoq, Amandine Noirat, Catherine Blanc, Sylvain Ciret, Maryline Bourgine, David Hardy, Françoise Guinet, Laleh Majlessi, Pierre Charneau, Kirill Nemirov","Animals, Zika Virus Infection, Yellow fever virus, Zika Virus, Yellow Fever, Genetic Vectors, Mice, T-Lymphocytes, Viral Vaccines, Lentivirus, Epitopes, T-Lymphocyte, Yellow Fever Vaccine, Viral Load, Disease Models, Animal, Receptor, Interferon alpha-beta, Mice, Inbred C57BL, Antibodies, Viral, Female, Humans"
40753572,Identification of the seven critical residues that control ZIKV-DENV cross-reactivity to engineer a non-cross-reactive ZIKV vaccine.,"Ariadna Grinyo-Escuer, Srikar Reddy, Agnes L Chenine, J Charles Whitbeck, Sonya Jacobsen, Allison Sheetz, Kyle Doolan, Diana M Norden, Nolan Frey, Frederick W Holtsberg, M Javad Aman, Katja Fink, Michael S Diamond, John S Schieffelin, James E Crowe, Edgar Davidson, Benjamin J Doranz","Animals, Zika Virus, Cross Reactions, Dengue Virus, Mice, Antibodies, Monoclonal, Antibodies, Viral, Zika Virus Infection, Viral Envelope Proteins, Viral Vaccines, Humans, Antibodies, Neutralizing, Epitopes, Mice, Inbred BALB C, Female, Dengue"
40746445,Vector-borne infectious diseases in pregnancy in the era of climate change: A focus on mosquito- and tick-borne pathogens (Review).,"Vasiliki Epameinondas Georgakopoulou, Chrysoula Taskou, Antigoni Sarantaki, Demetrios A Spandidos, Kleanthi Gourounti, Dimitrios Chaniotis, Apostolos Beloukas",
40744490,An enhanced Eco1 retron editor enables precision genome engineering in human cells without double-strand breaks.,"Matthew A Cattle, Lauren C Aguado, Samantha Sze, Sanjana Venkittu, Yueyang Wang, Thales Papagiannakopoulos, Susan Smith, Charles M Rice, William M Schneider, John T Poirier","Humans, Gene Editing, CRISPR-Cas Systems, RNA, Guide, CRISPR-Cas Systems, DNA Breaks, Double-Stranded, Zika Virus, Retroelements, 3' Untranslated Regions, HEK293 Cells, RNA, Untranslated, CRISPR-Associated Protein 9, Genome, Human"
40743280,"Unveiling the cardiovascular impact of Zika Virus: Myocardial injury, prothrombotic state, and oxidative stress in immunocompetent mice.","Fernanda Marques da Silva, Rafael Aguiar Marschner, Markus Berger, Thais Fumaco Teixeira, Ana Paula Muterle, Letícia Rodrigues, Rafael Teixeira Ribeiro, Paulo Michel Roehe, Diogo Onofre Souza, Carlos Alberto Saraiva Gonçalves, Patrícia Sesterheim","Animals, Mice, Immunocompetence, Female, Disease Models, Animal, Zika Virus, Zika Virus Infection, Oxidative Stress, Cell Line, Virus Replication, Heart Injuries, Thrombosis"
40737982,A new synthetic peptide GA-KKALKKLKKALKKAL-CONH,"Maria Letícia Duarte Lima, Paulo Ricardo da Silva Sanches, Dayla Bott Geraldini, Gabriela Miranda Ayusso, Pâmela Jóyce Previdelli da Conceição, Tamara Carvalho, Jorge Enrique Hernández González, Carolina Gismene, Cintia Bittar, Raghuvir Krishnaswamy Arni, Eduardo Maffud Cilli, Marilia de Freitas Calmon, Paula Rahal","Zika Virus, Antiviral Agents, Animals, Chlorocebus aethiops, Virus Replication, Vero Cells, Virus Internalization, Peptides, Zika Virus Infection"
40733734,Optimization of YF17D-Vectored Zika Vaccine Production by Employing Small-Molecule Viral Sensitizers to Enhance Yields.,"Sven Göbel, Tilia Zinnecker, Ingo Jordan, Volker Sandig, Andrea Vervoort, Jondavid de Jong, Jean-Simon Diallo, Peter Satzer, Manfred Satzer, Kai Dallmeier, Udo Reichl, Yvonne Genzel",
40733673,ISG15 as a Potent Immune Adjuvant in MVA-Based Vaccines Against Zika Virus and SARS-CoV-2.,"Juan García-Arriaza, Michela Falqui, Patricia Pérez, Rocío Coloma, Beatriz Perdiguero, Enrique Álvarez, Laura Marcos-Villar, David Astorgano, Irene Campaña-Gómez, Carlos Óscar S Sorzano, Mariano Esteban, Carmen Elena Gómez, Susana Guerra",
40733616,A More Rapid Method for Culturing LUHMES-Derived Neurons Provides Greater Cell Numbers and Facilitates Studies of Multiple Viruses.,"Adam W Whisnant, Stephanie E Clark, José Alberto Aguilar-Briseño, Lorellin A Durnell, Arnhild Grothey, Ann M Miller, Steven M Varga, Jeffery L Meier, Charles Grose, Patrick L Sinn, Jessica M Tucker, Caroline C Friedel, Wendy J Maury, David H Price, Lars Dölken","Humans, Cell Culture Techniques, Cell Differentiation, Mesencephalon, Neurons, Cells, Cultured, Dopaminergic Neurons, Cell Count, Herpesvirus 1, Human"
40733577,mRNA Vaccine Development in the Fight Against Zoonotic Viral Diseases.,"Brandon E K Tan, Seng Kong Tham, Chit Laa Poh","Humans, Animals, Vaccine Development, Zoonoses, Viral Zoonoses, Viral Vaccines, COVID-19, Virus Diseases, Vaccines, Synthetic, SARS-CoV-2, RNA, Messenger, mRNA Vaccines, COVID-19 Vaccines, Communicable Diseases, Emerging"
40733524,Mosquito Species Diversity and Circulation of Mosquito-Borne Viruses in Selected Provinces of Central Vietnam.,"Margarita R Popova, Alena A Sharova, Anna S Gladkikh, Tatiana V Arbuzova, Ekaterina O Klyuchnikova, Valeriya A Sbarzaglia, Nadezhda A Tsyganova, Dmitry D Naydenov, Anastasia S Gritseva, Edward S Ramsay, Regina R Baimova, Islam A Karmokov, Ekaterina G Riabiko, Nikolai K Tokarevich, Nguyen T Dong, Bui T Phu, Vu T Phan, Do T Hung, Trinh C Thuc, Vladimir G Dedkov","Animals, Vietnam, Mosquito Vectors, Culicidae, Dengue Virus, Chikungunya virus, Zika Virus, Aedes, RNA, Viral, Humans, Phylogeny, Arboviruses, Biodiversity"
40732762,"Distinct Virologic Properties of African and Epidemic Zika Virus Strains: The Role of the Envelope Protein in Viral Entry, Immune Activation, and Neuropathogenesis.","Ashkan Roozitalab, Chenyu Zhang, Jiantao Zhang, Ge Li, Chengyu Yang, Wangheng Hou, Qiyi Tang, Richard Y Zhao","Humans, Zika Virus, Zika Virus Infection, Viral Envelope Proteins, Virus Internalization, Virus Replication, Neural Stem Cells, Animals"
40732099,Zoonotic Orthoflaviviruses Related to Birds: A Literature Review.,"Vladimir Savić, Ljubo Barbić, Maja Bogdanić, Ivana Rončević, Ana Klobučar, Alan Medić, Tatjana Vilibić-Čavlek",
40725130,Modeling Virus-Associated Central Nervous System Disease in Non-Human Primates.,"Krystal J Vail, Brittany N Macha, Linh Hellmers, Tracy Fischer","Animals, Disease Models, Animal, Primates, Humans, Central Nervous System Diseases, Central Nervous System, Virus Diseases, Central Nervous System Viral Diseases"
40723588,Therapeutic Use of ,"Kyeong-Seo Moon, Ji-Young Chung, Hyeon Jeong Moon, Gun Lee, Chung-Do Lee, Su-Bin Jung, Hyo-Jin Kim, Jun-Gyu Park, Yeong-Bin Baek, Sang-Ik Park",
40721216,2025 AMCA PRESIDENTIAL ADDRESS: BEST MANAGEMENT PRACTICES FOR TECHNOLOGY ADOPTION FOR SURVEILLANCE AND CONTROL OF MOSQUITOES1.,Rui-De Xue,"Mosquito Control, Animals, Culicidae, United States, Mosquito Vectors"
40717062,Aedes aegypti VLG-1 challenges the assumed antiviral nature of Vago genes.,"Elodie Couderc, Anna B Crist, Josquin Daron, Hugo Varet, Femke A H van Hout, Pascal Miesen, Umberto Palatini, Stéphanie Dabo, Thomas Vial, Louis Lambrechts, Sarah H Merkling","Aedes, Animals, Zika Virus, Insect Proteins, Mosquito Vectors, Dengue Virus, Phylogeny"
